,Unnamed: 0,hotel,star,review,date,real_date,length
206,206,글래드 마포,5,너무 깨끗하고 좋아요,2022. 02. 21,2022. 02. 21,11
207,207,글래드 마포,5,공덕역이랑 바로연결되어 너무 편하고 좋았어요 객실뷰도 완벽했구요!,2022. 02. 21,2022. 02. 21,36
208,208,글래드 마포,5,믿고씁니다,2022. 02. 20,2022. 02. 20,5
209,209,글래드 마포,5,푹쉬었다가요,2022. 02. 20,2022. 02. 20,6
210,210,글래드 마포,5,아주 좋았어요,2022. 02. 20,2022. 02. 20,7
211,211,글래드 마포,5,시설도 깔끔하고 너무 좋아요,2022. 02. 20,2022. 02. 20,15
212,212,글래드 마포,5,"1. 직원분들 넘 친절하심 
2. 2박했는데 이틀 다 객실 깨끗하게 잘 해주심.
3. 환경을 생각하는 호텔이라 어메니티로 제공돠는 게 적은데 오히려 좋았음.!
4. 바로 앞에 지하철역 출구가 있어서 아주 편한데 들어올 때 길은 살짝 헷갈림ㅠ",2022. 02. 20,2022. 02. 20,134
213,213,글래드 마포,5,요청에도 잘 응해주시고 너무 좋았어요!,2022. 02. 20,2022. 02. 20,21
214,214,글래드 마포,5,항상 가는 글래드마포에요 이번이 4번째네요 연박이어서 푹 쉬고 왔어요. 다만 도로 앞 뷰라서 그런지 창문을 닫아도 소음이 꽤 났어요.,2022. 02. 20,2022. 02. 20,74
215,215,글래드 마포,5,추천합니다,2022. 02. 20,2022. 02. 20,5
216,216,글래드 마포,5,123123,2022. 02. 19,2022. 02. 19,6
217,217,글래드 마포,5,마음에듭니닷!!,2022. 02. 19,2022. 02. 19,8
218,218,글래드 마포,5,위치도 너무 좋고 깔끔한 인테리어에 잘 지냈습니다,2022. 02. 19,2022. 02. 19,27
219,219,글래드 마포,2,객실 담배냄새가 심했어요. 하실 수 있는 한에서 최대한 친절하게 응대해주시고 해결해주려 노력하셔서 그러려니 하고 이용했지만 재방문 의사는 없습니다.,2022. 02. 18,2022. 02. 18,82
220,220,글래드 마포,5,진짜 매주 가는 느낌인데 지하철역도 바로 앞이고 좋아요,2022. 02. 17,2022. 02. 17,30
221,221,글래드 마포,4,얼음 받을수 없는게 좀 아쉽네요.,2022. 02. 17,2022. 02. 17,18
222,222,글래드 마포,5,깨끗합니다,2022. 02. 16,2022. 02. 16,5
223,223,글래드 마포,5,편하게 잘 잤어요,2022. 02. 16,2022. 02. 16,9
224,224,글래드 마포,5,자주 이용하는데 비슷한 레벨의 호텔 중에서는 단연 최고인 듯 합니다,2022. 02. 16,2022. 02. 16,37
225,225,글래드 마포,5,역시 마포글래드가 이용자편의성은 최고인 듯 하네요~~^^,2022. 02. 16,2022. 02. 16,31
226,226,글래드 마포,5,매우 좋아요 항상 이용합니다.,2022. 02. 16,2022. 02. 16,16
227,227,글래드 마포,5,침대가 너무 좋아서 꿀잠자고왔어요,2022. 02. 16,2022. 02. 16,18
228,228,글래드 마포,5,방도 크고 시설도 깨끗하네요. 청소도 잘되있고. 정말 잘쉬었습니다. 재방문 100%입니다,2022. 02. 16,2022. 02. 16,49
229,229,글래드 마포,5,항상 편하게 이용합니다 ㅎㅎ 깔끔하고 친절해요,2022. 02. 16,2022. 02. 16,25
230,230,글래드 마포,5,자주이용합니다 좋아요,2022. 02. 15,2022. 02. 15,11
231,231,글래드 마포,5,자주이용합니다 좋아요,2022. 02. 15,2022. 02. 15,11
232,232,글래드 마포,5,다른건 다 괜찮은데 이번에는 방이 좀 덜 깨끗한? 마무리가 좀 안 된듯했어요. 그래도 친절하고 편해서 자주 이용합니다 다음에 청결에 좀 더 신경 써주세요,2022. 02. 15,2022. 02. 15,85
233,233,글래드 마포,5,역에서도  가깝고 정말 쾌적했어요ㅎ,2022. 02. 15,2022. 02. 15,19
234,234,글래드 마포,5,ㅜㅜㅜㅜㅜ,2022. 02. 15,2022. 02. 15,5
235,235,글래드 마포,5,깨끗하고 친절하고 좋아요,2022. 02. 15,2022. 02. 15,13
236,236,글래드 마포,5,깨끗하고 친절하고 위치 좋아요,2022. 02. 15,2022. 02. 15,16
237,237,글래드 마포,5,친절하시고 시설 좋아요!,2022. 02. 15,2022. 02. 15,13
238,238,글래드 마포,5,침구류가 좋습니다,2022. 02. 15,2022. 02. 15,9
239,239,글래드 마포,5,편안하고 넓습니다.,2022. 02. 15,2022. 02. 15,10
240,240,글래드 마포,5,푹 쉬었습니다.,2022. 02. 15,2022. 02. 15,8
241,241,글래드 마포,4,잘 쉬다갑니다,2022. 02. 15,2022. 02. 15,7
242,242,글래드 마포,5,잘쉬다갑니다,2022. 02. 14,2022. 02. 14,6
243,243,글래드 마포,3,기준인원이 애초에 3인인원 인 객실이 있었으면 좋겠어요 최대3인이라 해놓고 인원추가비용 받지말고,2022. 02. 14,2022. 02. 14,53
244,244,글래드 마포,5,잘 쉬다갑니다,2022. 02. 14,2022. 02. 14,7
245,245,글래드 마포,5,역이랑 가까워 정말 좋았고 방도 깨끗하고 좋았어용,2022. 02. 13,2022. 02. 13,27
246,246,글래드 마포,5,"교통, 룸컨디션 모두 좋았습니다.
다만 체크인 할 때 번호표 없이 그냥 따닥따닥 붙어서 줄 서서 기다려야 했던건 좀 아쉬웠네요ㅠ 그것만 빼면 만족스러운 숙소였어요!",2022. 02. 13,2022. 02. 13,91
247,247,글래드 마포,3,"요즘폰이랑티비가연결이안되는곳이거의없는데
아이폰은 아예 연결이되지않아 
보증금까지주고 연결잭까지빌려서 연결을시도했는데 안되더군요
체크아웃시에물어보니 친구플립은신기종이라안된다고하더라구요
요즘구기종을쓰는사람은거의없는데좀의아했습니다
요즘 9시이후면 모두 객실로돌아올텐데
영화한편, 예능한편편하게볼수없어서너무불편했습니다
티비채널도유선이라 채널도거의없습니다
교통도편리하고 객실도깨끗해서좋았으나
위에불편한점때문에 가려질것같아요
개선부탁드립니다더보기",2022. 02. 13,2022. 02. 13,243
248,248,글래드 마포,5,"데스크도 친절한 편이었고 위치도 훌륭합니다
다만 주차는 다른 건물에 있어서 이동이 조금 불편하긴 합니다
그래도 가성비 훌륭한 호텔이었어요",2022. 02. 13,2022. 02. 13,76
249,249,글래드 마포,5,"편의점이 건물 내부에 있어서 편했어요
화장실 깨끗하고 방도 넓고 쾌적해서 좋았습니다
가본 호텔 중에서 침대랑 이불이 제일 좋았던 것 같아요 덕분에 꿀잠잤어요ㅎㅎ",2022. 02. 13,2022. 02. 13,89
250,250,글래드 마포,5,깔끔해서 좋아요,2022. 02. 12,2022. 02. 12,8
251,251,글래드 마포,5,편히 쉬기 좋아요,2022. 02. 12,2022. 02. 12,9
252,252,글래드 마포,5,"지하철역 바로 앞이라 넘 편리하고
위생상태 좋고 친절하고 편의점도 안에 있어서
넘 편해서 담에 또 이용할 생각입니다.
잘 쉬다 왔어요",2022. 02. 12,2022. 02. 12,74
253,253,글래드 마포,5,최고였습니다,2022. 02. 12,2022. 02. 12,6
254,254,글래드 마포,5,"위치, 시설 다 만족",2022. 02. 11,2022. 02. 11,11
255,255,글래드 마포,5,주차비가 좀 비싼거 빼고는 만족했습니당,2022. 02. 11,2022. 02. 11,21
256,256,글래드 마포,5,최고였어요,2022. 02. 11,2022. 02. 11,5
257,257,글래드 마포,5,조아오ㅡㅡ,2022. 02. 10,2022. 02. 10,5
258,258,글래드 마포,5,너무너무 만족!!,2022. 02. 10,2022. 02. 10,9
259,259,글래드 마포,3,"시설이나 접근성이 좋아요
근데 어메니티가 정말 너무 없네요
칫솔치약도 안주는건 미리 써놓았으면 좋았을텐데요,.
그리고 고층이 아니라면 앞건물 때문에 뷰는 포기해야합니다.",2022. 02. 10,2022. 02. 10,94
260,260,글래드 마포,4,역시 글래드는 가성비 최고!!,2022. 02. 10,2022. 02. 10,16
261,261,글래드 마포,5,너무 좋았어요,2022. 02. 10,2022. 02. 10,7
262,262,글래드 마포,5,갈 때마다 가성비나 위치 모두 만족합니다~,2022. 02. 09,2022. 02. 09,23
263,263,글래드 마포,4,서비스면이 조금 아쉬웠어요,2022. 02. 09,2022. 02. 09,14
264,264,글래드 마포,5,시설도좋고 만족했습니다. 추천해요,2022. 02. 09,2022. 02. 09,18
265,265,글래드 마포,5,조아요 이용 잘 해ㅛ어요,2022. 02. 08,2022. 02. 08,13
266,266,글래드 마포,5,첫방문인데 기대 이상으로 좋았습니다,2022. 02. 08,2022. 02. 08,19
267,267,글래드 마포,5,좋은데 침대 두개 붙혀놔서 좀 불편 했어요,2022. 02. 08,2022. 02. 08,23
268,268,글래드 마포,5,"침대 너무 좋아서 잠도 솔솔오고
위치가 좋아서 편리하게 이용했네요 ㅎㅎ
넷플릭스도 연결장치 이용해서 잘 봤습니다 !",2022. 02. 08,2022. 02. 08,64
269,269,글래드 마포,5,아주 좋았어요,2022. 02. 08,2022. 02. 08,7
270,270,글래드 마포,5,좋았습니다.,2022. 02. 08,2022. 02. 08,6
271,271,글래드 마포,3,줄!!!!!!!!!!!!!!!!!!,2022. 02. 07,2022. 02. 07,19
272,272,글래드 마포,5,이번이 3번째 방문이었습니다. 처음 체크인하고 객실로 올라가니까 제가 예약한 방이 아니여서 당황해서 로비로 내려갔더니 분명 신분증 확인도 하셨는데 이름 비슷해서 헷갈리셨다고 새로운 객실 키 주시면서 짐은 객실에 놓고 왔냐고 물으시면서 짐 옮기고 카드키 다시 로비로 가져다 달라고 하셨어요 제가 잘 못한 일도 아닌데 체크인 하자마자 땀 삐질대면서 로비갔다가 잘못된 객실가서 짐가지고 새로 받은 객실가서 짐 놓고 다시 로비가서 카드키 주고 번거로웠네요.. 이 외에는 이번 방문도 만족스러웠습니다.,2022. 02. 07,2022. 02. 07,275
273,273,글래드 마포,5,침대가 너무 편안하서 잘 잤어요   숙소도 깔끔하고 조용했구요 친절하게 안내해주셔서 감사합니다. 접근성도 짱이에요,2022. 02. 07,2022. 02. 07,63
274,274,글래드 마포,5,좋아요~ 시설 좋습니다,2022. 02. 07,2022. 02. 07,12
275,275,글래드 마포,5,여기는 늘 좋습니다,2022. 02. 07,2022. 02. 07,10
276,276,글래드 마포,5,자주이용합니다 좋아요,2022. 02. 07,2022. 02. 07,11
277,277,글래드 마포,5,자주이용합니다 좋아요,2022. 02. 07,2022. 02. 07,11
278,278,글래드 마포,5,따뜻하니 좋았습니다,2022. 02. 07,2022. 02. 07,10
279,279,글래드 마포,5,홍대 마포 가봤던 호텔중에서 제일 맘에들어요!!,2022. 02. 06,2022. 02. 06,26
280,280,글래드 마포,5,여기 침구도 좋고 공간도 넓고 건물안에 편의시설도 있어서 좋습니다!!,2022. 02. 06,2022. 02. 06,38
281,281,글래드 마포,5,항상 최고최고!!!,2022. 02. 06,2022. 02. 06,10
282,282,글래드 마포,5,침대 넓고 좋아용,2022. 02. 06,2022. 02. 06,9
283,283,글래드 마포,5,조아요ㅎㅎ,2022. 02. 05,2022. 02. 05,5
284,284,글래드 마포,5,"진짜 호텔다운 호텔을 다녀온 기분이에요 ㅠㅠ 고층으로 해주셨으면 좋겠다 ! 라고 말씀 드렸더니 고층으로 주셨어요 ,, ! 거기서부터 만족했는데 룸도 너무 예쁘고 진짜 너무 좋았어요 말로는 표현하지 못할것같아요 ,, 날씨가 좋아서 정말 더 더 만족했던 호캉스 였습니다 .. ఌ 바디워시 냄새가 정말 취저 ㅠ 또 방문하겠습니다 ♡´･ᴗ･`♡",2022. 02. 05,2022. 02. 05,188
285,285,글래드 마포,5,잘 쉬다가 갑니다 ㅎ 좋아요 ㅎ,2022. 02. 05,2022. 02. 05,17
286,286,글래드 마포,5,"주변에 카페랑 먹을곳도 많고 배달도 풍부해서 좋았어요 직원분들도 매우 친절하시고 이용하는데 정말 좋았습니다.

다만 토요일 퇴실할때는 .. 엘리베이터 이용이 급격하게 늘다보니 못타는 경우도 생기네요;; 고층이용이라서 다행히 전 한번에 이용했지만 그점 감안하고 퇴실해야할 것 같습니다",2022. 02. 05,2022. 02. 05,157
287,287,글래드 마포,5,"ㅎㅎ 너무 좋아서 3박하고 갑니다 
벽지가 군데군데 오염되있긴 했지만 그외에는 다 만족해서 ㅎㅎ 뷰도 좋았고 편하게 있다가요",2022. 02. 05,2022. 02. 05,69
288,288,글래드 마포,5,믿고 가는 글래드,2022. 02. 04,2022. 02. 04,9
289,289,글래드 마포,5,편하게 잘쉬다왔어요~~,2022. 02. 04,2022. 02. 04,12
290,290,글래드 마포,5,"지하에 주차장이 없어서, 좀 걸어야 하는 부분 제외하고는 만족했습니다.",2022. 02. 04,2022. 02. 04,39
291,291,글래드 마포,5,만족했어요!,2022. 02. 03,2022. 02. 03,6
292,292,글래드 마포,5,여기너무좋아요 항상글래드만이용함^^,2022. 02. 03,2022. 02. 03,19
293,293,글래드 마포,5,직원분들 친절하시고 잘 쉬다갑니다^^,2022. 02. 03,2022. 02. 03,20
294,294,글래드 마포,5,조ㅗ아요!!!,2022. 02. 03,2022. 02. 03,7
295,295,글래드 마포,5,좋았스비다,2022. 02. 03,2022. 02. 03,5
296,296,글래드 마포,4,조아요 사람넘마늠,2022. 02. 03,2022. 02. 03,9
297,297,글래드 마포,4,깨끗하고 좋아용,2022. 02. 03,2022. 02. 03,8
298,298,글래드 마포,5,너무 좋았어요 이벤트도 많이 해주세요~!,2022. 02. 02,2022. 02. 02,22
299,299,글래드 마포,5,깨끗하고 여유롭고 좋았습니다 특히 뷰가 예술이예요,2022. 02. 02,2022. 02. 02,27
300,300,글래드 마포,5,역시 깨끗하고 편했습니다,2022. 02. 02,2022. 02. 02,13
301,301,글래드 마포,5,잘쉬다갑니다,2022. 02. 02,2022. 02. 02,6
302,302,글래드 마포,5,좋아요~~~,2022. 02. 02,2022. 02. 02,6
303,303,글래드 마포,5,일단 뷰가 진짜 세상에나 였어요ㅠㅠ 새벽에 남자친구랑 잔잔한 노래 틀어놓고 창 앞에 앉아서 진지한 얘기나 이것저것 속마음 얘기 했는데 분위기가 너무 좋더라구요ㅠㅠ 그리구 침대도 엄청 푹신하고 깔끔했어용 또 퇴실할 때 반지를 두고 나왔었는데 청소 해주시는 분이 귀찮으셨을 텐데도 웃으면서 찾아주셔서 기분도 좋았어요 다음에도 또 들리고 싶어요♥️,2022. 02. 02,2022. 02. 02,191
304,304,글래드 마포,5,깔끔하고 좋앗습니다,2022. 02. 02,2022. 02. 02,10
305,305,글래드 마포,1,4성급 호텔에 얼음냉장고도 없다니 ㅠㅠ 딱 시설 깨끗한 모텔 수준이네요 ㅉㅉㅉ,2022. 02. 01,2022. 02. 01,43
306,306,글래드 마포,5,넘 조아요,2022. 02. 01,2022. 02. 01,5
307,307,글래드 마포,5,정말 좋았습니다!,2022. 02. 01,2022. 02. 01,9
308,308,글래드 마포,5,젛아요 깻끗하고,2022. 02. 01,2022. 02. 01,8
309,309,글래드 마포,5,가성비 정말 조아요,2022. 02. 01,2022. 02. 01,10
310,310,글래드 마포,4,좋아요 또 방문하겠습니다,2022. 02. 01,2022. 02. 01,13
311,311,글래드 마포,4,"한번 가보고 좋았어서 또 다녀왔어요!
이번에도 시설 깨끗하고 친절하고 침구 너무 푹신하고 좋았어요~~",2022. 01. 31,2022. 01. 31,56
312,312,글래드 마포,5,용산 노보텔보다 나음,2022. 01. 30,2022. 01. 30,11
313,313,글래드 마포,5,스킨 로션 에메니티 없어서 좀 아쉽고 이불면이 좀 많이 거칠어요ㅠ,2022. 01. 30,2022. 01. 30,36
314,314,글래드 마포,5,항상 잘 쉬다갑니다,2022. 01. 30,2022. 01. 30,10
315,315,글래드 마포,5,침구류가 진짜 편하고 좋아요!,2022. 01. 30,2022. 01. 30,16
316,316,글래드 마포,5,너무 깨끗하고 좋았어요,2022. 01. 28,2022. 01. 28,12
317,317,글래드 마포,5,늘 좋아요 아래방에서 흡연을 해서 환기그 타고 올라왔는데 바로 방 바꿔주시고 아래방 패널티 주신다거 하셨어요 그런데 화장실에서 하수구냄새가 나요 요즘 계속 그러네요 ㅠㅠ,2022. 01. 28,2022. 01. 28,94
318,318,글래드 마포,5,칫솔은 없지만 여러모로 위치도 좋고 맛집도 많고 서울역도 금방이라 강추합니다. 침대도 편해요,2022. 01. 28,2022. 01. 28,51
319,319,글래드 마포,5,깔끔하고 완벽함,2022. 01. 28,2022. 01. 28,8
320,320,글래드 마포,5,편하게 잘 보냈어요,2022. 01. 28,2022. 01. 28,10
321,321,글래드 마포,5,구우ㅜ루료ㅜㅛㅜ,2022. 01. 27,2022. 01. 27,8
322,322,글래드 마포,5,좋아요 ㅎㅎ,2022. 01. 27,2022. 01. 27,6
323,323,글래드 마포,5,스탠다드보다 약간 넓었지만 구조때문인지 꽤 넓게 느껴졌고 룸 컨디션 좋았습니다,2022. 01. 27,2022. 01. 27,43
324,324,글래드 마포,5,다음에도이용,2022. 01. 27,2022. 01. 27,6
325,325,글래드 마포,5,"디자인, 서비스 다 좋은데 화장실 락스 청소 좀 해야겠어요~! 붉은 곰팡이가 얼룩덜룩 피었네요.",2022. 01. 26,2022. 01. 26,53
326,326,글래드 마포,5,호캉스좋아요,2022. 01. 26,2022. 01. 26,6
327,327,글래드 마포,5,구우느으긋,2022. 01. 26,2022. 01. 26,5
328,328,글래드 마포,5,처음 가봤는데 모던한 느낌으로 좋습니다.,2022. 01. 26,2022. 01. 26,22
329,329,글래드 마포,5,"주차장이랑 로비가 좀 떨어져있지만 무료주차에 사용시간동안 입출차가 자유롭다는 장점!
그리고 무엇보다 객실이 넓고 쾌적합니다!!",2022. 01. 26,2022. 01. 26,70
330,330,글래드 마포,5,객실이 넓고 hdmi를 통해 다른 디바이스를 tv에 연결시켜 쓸 수 있다는게 좋았습니다,2022. 01. 26,2022. 01. 26,48
331,331,글래드 마포,5,ㄱㄱㄱㄱㄱ,2022. 01. 26,2022. 01. 26,5
332,332,글래드 마포,5,"비즈니스호텔 치고는 넓고 좋아요! 잠깐 머무르기 아쉬울 정도였어요
근데 모든 객실 체크인시간이 4시로 다 똑같은지 체크인할 때 줄을 좀 길어서 체크인시간 좀 걸리는 편입니당",2022. 01. 25,2022. 01. 25,96
333,333,글래드 마포,5,너무 좋아요 최고 짱짱,2022. 01. 25,2022. 01. 25,12
334,334,글래드 마포,5,푹 쉬다 갑니당!,2022. 01. 25,2022. 01. 25,9
335,335,글래드 마포,5,역시 4성급,2022. 01. 25,2022. 01. 25,6
336,336,글래드 마포,5,가운이 아주 좋아요,2022. 01. 24,2022. 01. 24,10
337,337,글래드 마포,5,굿굿좋아요~~,2022. 01. 24,2022. 01. 24,7
338,338,글래드 마포,5,깨끗하고 방도 넓고 좋아요,2022. 01. 24,2022. 01. 24,14
339,339,글래드 마포,5,"깨끗하고 너무 좋았어요!
특히 침구가 너무 좋아서 꿀잠 자고 나왔습니다~!",2022. 01. 24,2022. 01. 24,41
340,340,글래드 마포,3,스거이데스,2022. 01. 24,2022. 01. 24,5
341,341,글래드 마포,5,여기가 진리다.,2022. 01. 24,2022. 01. 24,8
342,342,글래드 마포,5,방이 넓고 깨끗해요. 그리고 창이 넓어서 답답하지 않아요.,2022. 01. 24,2022. 01. 24,32
343,343,글래드 마포,5,"항상 갈때마다 깔끔하고 좋아요..!..
지하철역 출구 바로 앞인거 짱짱",2022. 01. 24,2022. 01. 24,39
344,344,글래드 마포,5,깔끔하고 좋은 호텔입니다,2022. 01. 24,2022. 01. 24,13
345,345,글래드 마포,5,항상 깨끗해서 잘 이용하구 있습니당,2022. 01. 24,2022. 01. 24,19
346,346,글래드 마포,5,위치도 좋고 룸 컨디션도 전반적으로 좋았습니다,2022. 01. 24,2022. 01. 24,25
347,347,글래드 마포,5,글래드가 최고!,2022. 01. 23,2022. 01. 23,8
348,348,글래드 마포,5,두번째 방문인데 좋았습니다,2022. 01. 23,2022. 01. 23,14
349,349,글래드 마포,5,고층으로 달라고 문의드렸는데 최고층으로 배정받았습니다. 글래드 브랜드는 늘 최고입니다.,2022. 01. 23,2022. 01. 23,48
350,350,글래드 마포,5,만족합니다,2022. 01. 23,2022. 01. 23,5
351,351,글래드 마포,5,좋아요!!!,2022. 01. 23,2022. 01. 23,6
352,352,글래드 마포,5,좋아용 깔끔하고,2022. 01. 23,2022. 01. 23,8
353,353,글래드 마포,5,"대중교통 이용하신다면 위치 아주 좋아요
시설도 너무 좋았습니다",2022. 01. 22,2022. 01. 22,34
354,354,글래드 마포,5,정말좋아요~^^,2022. 01. 22,2022. 01. 22,8
355,355,글래드 마포,5,"가성비 최고의 호텔!
스위트룸 너무 넓고 깔끔햇습니다~!",2022. 01. 22,2022. 01. 22,31
356,356,글래드 마포,5,너무좋아요,2022. 01. 21,2022. 01. 21,5
357,357,글래드 마포,5,너무좋아요!,2022. 01. 21,2022. 01. 21,6
358,358,글래드 마포,5,만족합니다,2022. 01. 20,2022. 01. 20,5
359,359,글래드 마포,5,종종 이용하는 곳입니다.,2022. 01. 19,2022. 01. 19,13
360,360,글래드 마포,5,저렴하게 구매했어요,2022. 01. 19,2022. 01. 19,10
361,361,글래드 마포,5,편안하고 좋아요,2022. 01. 19,2022. 01. 19,8
362,362,글래드 마포,4,항상좋아요,2022. 01. 18,2022. 01. 18,5
363,363,글래드 마포,5,만족스러웠습니다,2022. 01. 18,2022. 01. 18,8
364,364,글래드 마포,5,좋었습니다!,2022. 01. 17,2022. 01. 17,6
365,365,글래드 마포,5,잘쉬다갑니다,2022. 01. 17,2022. 01. 17,6
366,366,글래드 마포,5,좋았습니다,2022. 01. 17,2022. 01. 17,5
367,367,글래드 마포,5,"인테리어 깔끔하고 좋았습니다. 다른 시설과 주차공간을 공유 하다보니 주차가 좀 불편했고, 호텔과 주차공간으로의 이동이 다소 혼란스러웠습니다.",2022. 01. 17,2022. 01. 17,78
368,368,글래드 마포,5,좋아서 자주가요,2022. 01. 16,2022. 01. 16,8
369,369,글래드 마포,5,청결합니다,2022. 01. 16,2022. 01. 16,5
370,370,글래드 마포,3,먼지가 매우 많은것 빼고는 괜찮았어요,2022. 01. 16,2022. 01. 16,20
371,371,글래드 마포,5,여기 진짜 편함!!,2022. 01. 16,2022. 01. 16,10
372,372,글래드 마포,5,좋았어요 감사합니다,2022. 01. 15,2022. 01. 15,10
373,373,글래드 마포,5,좋았지만 티비가 좀 작았어요,2022. 01. 15,2022. 01. 15,15
374,374,글래드 마포,5,무난함니다 ㅎㅎ,2022. 01. 15,2022. 01. 15,8
375,375,글래드 마포,5,역시 좋아요,2022. 01. 15,2022. 01. 15,6
376,376,글래드 마포,5,잘묵고 가요,2022. 01. 15,2022. 01. 15,6
377,377,글래드 마포,5,괜찮았습니다.,2022. 01. 14,2022. 01. 14,7
378,378,글래드 마포,5,와 여기 룸컨디션부터 편의시설까지 최고임!!,2022. 01. 14,2022. 01. 14,24
379,379,글래드 마포,5,스탠다드더블룸으로 오랫만에.이용하는데 좋았어요 ㅎㅎㅎㅎ,2022. 01. 14,2022. 01. 14,30
380,380,글래드 마포,5,또가고싶은 숙소는 처음입니다! 최고👍🏻,2022. 01. 14,2022. 01. 14,21
381,381,글래드 마포,5,높은 층수 배정해 주셔서 좋았어요.,2022. 01. 14,2022. 01. 14,19
382,382,글래드 마포,5,역시 깨끗.깔끔,2022. 01. 14,2022. 01. 14,8
383,383,글래드 마포,5,아주 좋아요,2022. 01. 13,2022. 01. 13,6
384,384,글래드 마포,5,"깔끔하고, 혼잡한 공덕에서 주차 편리하고, 깔끔한 포트가 있는 데스크까지 훌륭한 비즈니스 호텔입니다",2022. 01. 13,2022. 01. 13,55
385,385,글래드 마포,4,"모텔가격에 호텔 이용할 수 있어서 너무 좋았어요
수압 약한 거 빼고 다 좋았어요",2022. 01. 12,2022. 01. 12,44
386,386,글래드 마포,5,구구루르르릏,2022. 01. 12,2022. 01. 12,6
387,387,글래드 마포,5,너무 좋았어요~ 깨끗하고 교통도 좋고 안에 편의점도 있어서 멀리 나갈 필요 없고 화장실도 널찍하니 모든 게 기대이상이었습니다~!!^^,2022. 01. 12,2022. 01. 12,74
388,388,글래드 마포,4,항상좋아요,2022. 01. 12,2022. 01. 12,5
389,389,글래드 마포,5,최고였습니다!!,2022. 01. 12,2022. 01. 12,8
390,390,글래드 마포,5,Very good,2022. 01. 12,2022. 01. 12,9
391,391,글래드 마포,5,항상 이용하는 호텔입니다. 또 방문할게요!!,2022. 01. 11,2022. 01. 11,24
392,392,글래드 마포,5,만족했어요!,2022. 01. 11,2022. 01. 11,6
393,393,글래드 마포,5,소파 위치가 바껴서 뭔가 방이 더 넓어보이고 좋았습니다,2022. 01. 11,2022. 01. 11,30
394,394,글래드 마포,5,항상 애용합니다 좋았습니다,2022. 01. 10,2022. 01. 10,14
395,395,글래드 마포,5,역이랑도 가깝고 침대가 너무 푹신해요,2022. 01. 10,2022. 01. 10,20
396,396,글래드 마포,5,구우웅웃ㄱ,2022. 01. 10,2022. 01. 10,5
397,397,글래드 마포,5,잘쉬다갑니다,2022. 01. 10,2022. 01. 10,6
398,398,글래드 마포,4,깨끗하고 좋아요,2022. 01. 10,2022. 01. 10,8
399,399,글래드 마포,4,주말에 차 끌고 가면 주차비 폭탄이긴한데 그래도 올 때마다 만족하고 갑니다,2022. 01. 10,2022. 01. 10,41
400,400,글래드 마포,5,호텔 퀄리티는 좋네요,2022. 01. 10,2022. 01. 10,11
401,401,글래드 마포,5,"너무 깨끗하고 좋았습니다~
세시부터 사람들 줄서있어서 너무 놀랐어요ㅠ
친환경 숙소에 동참한 기분~~?",2022. 01. 09,2022. 01. 09,56
402,402,글래드 마포,5,너무 좋았습니다,2022. 01. 09,2022. 01. 09,8
403,403,글래드 마포,4,깔끔하고 무난했어요^^ 연말 마지막날이라 체크인할 때 줄이 너무 길었고 주차 후 호텔 가는 길이 좀 복잡한 게 불편했네요ㅜ,2022. 01. 09,2022. 01. 09,68
404,404,글래드 마포,5,전체적으로 너무 만족합니다 특히 공덕역과 이어져 있어서 좋았고 호텔 9층에 편의점이 있어서 너무 좋았습니다! 호텔 깨끗해요!  특히 수압과 온수가 짱,2022. 01. 09,2022. 01. 09,83
405,405,글래드 마포,4,밤에 잘 때 옆방 소음 때문에 전화드렸는데 친절히 대응해 주셔서 감사합니다. 숙소 결제할때 포함된 마키노차야 구성 기대했는데 시간에 맞춰서 직접 전화까지 주셔서 감사합니다.,2022. 01. 09,2022. 01. 09,96
406,406,글래드 마포,5,항상 좋아요,2022. 01. 09,2022. 01. 09,6
407,407,글래드 마포,3,다좋아요 진짜 다좋은데 주차장 이 너무 불편해요 두번은 못갈듯 아쉬운곳이에요 ㅜㅜ,2022. 01. 08,2022. 01. 08,45
408,408,글래드 마포,5,두번째 방문이였지만 갈때마다 너무 좋았어요!,2022. 01. 08,2022. 01. 08,24
409,409,글래드 마포,5,아주 좋았어요~~~!,2022. 01. 08,2022. 01. 08,11
410,410,글래드 마포,5,좋았어요!,2022. 01. 08,2022. 01. 08,5
411,411,글래드 마포,4,"항상 만족하면서 이용했는데 이번에는 머리카락이 있어 실망했어요
처음 이불을 들추자마자 침대 속에서 나와서 제 머리카락은 아닌거같은데 조금 찝찝했어요
다음번에는 더 깨끗하길 기대할게요",2022. 01. 08,2022. 01. 08,101
412,412,글래드 마포,5,너무조아요,2022. 01. 08,2022. 01. 08,5
413,413,글래드 마포,5,편안하게 잘 잤습니다!,2022. 01. 07,2022. 01. 07,12
414,414,글래드 마포,5,연박했는데 너무 좋았습니다 ㅎㅎㅎㅎ 침대도 깰꼼 ㅎㅎㅎ,2022. 01. 07,2022. 01. 07,30
415,415,글래드 마포,5,거구구우우세,2022. 01. 07,2022. 01. 07,6
416,416,글래드 마포,5,ㅓ거거갃거,2022. 01. 07,2022. 01. 07,5
417,417,글래드 마포,5,구우은드ㅜㅅ,2022. 01. 07,2022. 01. 07,6
418,418,글래드 마포,5,잘쉬고갑니다,2022. 01. 06,2022. 01. 06,6
